"Identifier","IsDeleted","EssayAnswerID","MatchingAnswerID","MultipleAnswerAnswerID","MultipleChoiceAnswerID","TrueOrFalseAnswerID","ExamTakenID","QuestionID","Grade","Answer","IsCorrect","AuditCreatedDate","AuditLastUpdatedDate"
"MULTCHOICE","False",,,,"801763",,"416424","2066",,"Sempre prefixados.","0","02/02/2024 16:36:06","02/02/2024 16:36:06"
"MULTCHOICE","False",,,,"801764",,"416424","2059",,"A inclusão de cláusula estipulando que o contratante será previamente informado da elevação respectiva, independentemente de previsão contratual.","0","02/02/2024 16:37:32","02/02/2024 16:38:02"
"MULTCHOICE","False",,,,"801765",,"416423","2370",,"Ter a opção de comprar o bem por um valor previamente estabelecido ao final do contrato.","1","02/02/2024 16:41:06","02/02/2024 16:41:06"
"MULTCHOICE","False",,,,"801766",,"416423","2383",,"O consumidor será informado sobre a resolução de sua demanda no prazo máximo de setenta e duas horas por correspondência ou por meio eletrônico, a seu critério.","0","02/02/2024 16:41:36","02/02/2024 16:41:36"
"MULTCHOICE","False",,,,"801767",,"416423","2380",,"Em local visível no recinto das dependências das instituições e de seus correspondentes.","1","02/02/2024 16:42:10","02/02/2024 16:42:10"
"MULTCHOICE","False",,,,"801768",,"416222","2036",,"Demonstrativo de pagamento de salário ou comprovante de benefício de aposentadoria/pensão, quando for o caso.","1","02/02/2024 16:42:18","02/02/2024 16:42:18"
"MULTCHOICE","False",,,,"801769",,"416323","2069",,"Aquisição.","1","02/02/2024 16:43:45","02/02/2024 16:43:45"
"MULTCHOICE","False",,,,"801770",,"416323","2060",,"Houver processo administrativo instaurado e tais exames sejam considerados indispensáveis pela autoridade administrativa competente.","1","02/02/2024 16:44:55","02/02/2024 16:44:55"
"MULTCHOICE","False",,,,"801771",,"416323","2027",,"Efetuada total ou parcialmente, acarreta obrigatoriamente a redução proporcional dos juros e demais acréscimos.","1","02/02/2024 16:45:55","02/02/2024 16:45:55"
"MULTCHOICE","False",,,,"801772",,"416423","2366",,"Usar crachá de identificação visível ao cliente, ser ético e apresentar os planos oferecidos por todas as instituições para o cliente ter a opção de escolha.","1","02/02/2024 16:49:58","02/02/2024 16:49:58"
"MULTCHOICE","False",,,,"801773",,"416222","2034",,"Não é necessário ser cliente da instituição, mas ter cadastro aprovado.","1","02/02/2024 16:50:23","02/02/2024 16:50:23"
"MULTCHOICE","False",,,,"801774",,"416222","2020",,"FMI.","1","02/02/2024 16:50:35","02/02/2024 16:50:35"
"MULTCHOICE","False",,,,"801775",,"416424","2022",,"Todas as modalidades de crédito e todas as formas de operações creditícias.","1","02/02/2024 16:52:12","02/02/2024 16:52:12"
"MULTCHOICE","False",,,,"801776",,"416222","2052",,"Comunicar informação falsa ou enganosa para agilizar o processo de análise de crédito do cliente.","0","02/02/2024 16:52:30","02/02/2024 16:52:30"
"MULTCHOICE","False",,,,"801777",,"416424","2032",,"Integridade, equidade, respeito ao consumidor, transparência, excelência, sustentabilidade e confiança.","1","02/02/2024 16:55:19","02/02/2024 16:55:25"
"MULTCHOICE","False",,,,"801778",,"416222","2033",,"Usar crachá de identificação visível ao cliente, ser ético e apresentar os planos oferecidos por todas as instituições para o cliente ter a opção de escolha.","1","02/02/2024 16:55:35","02/02/2024 16:55:35"
"MULTCHOICE","False",,,,"801779",,"416424","2055",,"De relacionamento, de sensibilidade e do negócio.","1","02/02/2024 16:56:16","02/02/2024 16:56:16"
"MULTCHOICE","False",,,,"801780",,"416424","2057",,"For observada a vigência do contrato para fins do empréstimo ou de financiamentos.","1","02/02/2024 16:58:40","02/02/2024 16:58:40"
"MULTCHOICE","False",,,,"801839",,"416221","14548",,"Maior retorno personalizando a forma de atuação na cobrança conforme os resultados das análises.","1","02/02/2024 10:15:05","02/02/2024 10:15:05"
"MULTCHOICE","False",,,,"801840",,"416221","14448",,"[i]Credit score [/i]é estático e[i] behaviour score [/i]é dinâmico.","1","02/02/2024 10:16:09","02/02/2024 10:16:09"
"MULTCHOICE","False",,,,"801841",,"416221","14444",,"[i]Rating[/i] de crédito.","1","02/02/2024 10:18:06","02/02/2024 10:18:06"
"MULTCHOICE","False",,,,"801842",,"416221","14243",,"Os indicadores dizem muito sobre a saúde financeira da empresa e sua capacidade de pagamento.","1","02/02/2024 10:18:38","02/02/2024 10:18:38"
"MULTCHOICE","False",,,,"801843",,"416322","2362",,"De todos os riscos, de modo detalhado, ainda que venha a perder o negócio.","1","02/02/2024 15:31:19","02/02/2024 15:31:19"
"MULTCHOICE","False",,,,"801844",,"416322","2367",,"Não é necessário ser cliente da instituição, mas ter cadastro aprovado.","1","02/02/2024 15:31:43","02/02/2024 15:31:43"
"MULTCHOICE","False",,,,"801845",,"416322","2384",,"Da padronização dos documentos a serem utilizados nos procedimentos de oferta e contratação de operações de crédito direto ao consumidor e de arrendamento mercantil financeiro.","1","02/02/2024 15:42:09","02/02/2024 15:42:09"
"MULTCHOICE","False",,,,"801846",,"416322","2386",,"Aquisição. ","1","02/02/2024 15:45:15","02/02/2024 15:45:15"
"MULTCHOICE","False",,,,"801847",,"416322","2387",,"Devolver o bem à empresa de arrendamento mercantil.","1","02/02/2024 15:45:35","02/02/2024 15:45:35"
"MULTCHOICE","False",,,,"801848",,"416322","2385",,"Sempre prefixados.","0","02/02/2024 15:48:15","02/02/2024 15:48:15"
"MULTCHOICE","False",,,,"801849",,"416322","2379",,"As Sociedade de Crédito, Financiamento e Investimento (Financeiras).","1","02/02/2024 15:48:34","02/02/2024 15:48:34"
"MULTCHOICE","False",,,,"801850",,"416322","2372",,"Realizar penhor de bens pessoais e recolher o FGTS.","1","02/02/2024 15:51:07","02/02/2024 16:14:39"
"MULTCHOICE","False",,,,"801851",,"416322","2365",,"O Programa de autorregulação de crédito responsável estabelece diretrizes e procedimentos a serem observados nas etapas de oferta e contratação de crédito e tratamento dos superendividados.","1","02/02/2024 15:55:00","02/02/2024 15:55:00"
"MULTCHOICE","False",,,,"801852",,"416322","2370",,"Ter a opção de comprar o bem por um valor previamente estabelecido ao final do contrato.","1","02/02/2024 15:58:28","02/02/2024 15:58:28"
"MULTCHOICE","False",,,,"801853",,"416222","2060",,"Houver processo administrativo instaurado e tais exames sejam considerados indispensáveis pela autoridade administrativa competente.","1","02/02/2024 16:06:02","02/02/2024 16:06:02"
"MULTCHOICE","False",,,,"801854",,"416322","2360",,"Investimento e financiamento.","1","02/02/2024 16:08:06","02/02/2024 16:08:06"
"MULTCHOICE","False",,,,"801855",,"416222","2039",,"Consignações voluntárias são os empréstimos autorizados pelo empregador para o empregado.","0","02/02/2024 16:14:37","02/02/2024 16:14:37"
"MULTCHOICE","False",,,,"801856",,"416222","2051",,"Encaminhar resposta conclusiva para a demanda dos reclamantes, após dar adequado tratamento às reclamações recebidas.","1","02/02/2024 16:15:18","02/02/2024 16:15:18"
"MULTCHOICE","False",,,,"801857",,"416222","2068",,"Por meio das normativas do INSS.","1","02/02/2024 16:15:39","02/02/2024 16:15:39"
"MULTCHOICE","False",,,,"801858",,"416222","2047",,"Somatário.","0","02/02/2024 16:16:28","02/02/2024 16:16:28"
"MULTCHOICE","False",,,,"801859",,"416222","2040",,"Os titulares de benefícios de aposentadoria e pensão por morte pagos pelo INSS.","1","02/02/2024 16:17:02","02/02/2024 16:17:02"
"MULTCHOICE","False",,,,"801860",,"416323","2056",,"A operação financeira tenha sido realizada pela própria instituição financeira ou pela sociedade de arrendamento mercantil a ela vinculada.","1","02/02/2024 16:17:15","02/02/2024 16:17:15"
"MULTCHOICE","False",,,,"801861",,"416323","2036",,"Demonstrativo de pagamento de salário ou comprovante de benefício de aposentadoria/pensão, quando for o caso.","1","02/02/2024 16:17:33","02/02/2024 16:17:33"
"MULTCHOICE","False",,,,"801862",,"416322","2377",,"Distinguir fatos de opiniões, pessoais ou de mercado, com relação aos produtos e serviços oferecidos aos clientes.","1","02/02/2024 16:17:35","02/02/2024 16:17:35"
"MULTCHOICE","False",,,,"801863",,"416323","2052",,"Distinguir fatos de opiniões, pessoais ou de mercado, com relação aos produtos e serviços oferecidos aos clientes.","1","02/02/2024 16:20:19","02/02/2024 16:20:19"
"MULTCHOICE","False",,,,"801864",,"416222","2045",,"da realização de operações de crédito mediante penhor civil de bens e a gestão dos recursos do FGTS. ","1","02/02/2024 16:26:17","02/02/2024 16:26:17"
"MULTCHOICE","False",,,,"801865",,"416323","2062",,"Financiamento do consumo das pessoas físicas e do capital de giro das empresas.","1","02/02/2024 16:26:18","02/02/2024 16:26:18"
"MULTCHOICE","False",,,,"801866",,"416222","2029",,"O resumo contratual (sumário executivo) da operação.","1","02/02/2024 16:29:20","02/02/2024 16:29:20"
"MULTCHOICE","False",,,,"801867",,"416222","2070",,"Devolver o bem à empresa de arrendamento mercantil.","1","02/02/2024 16:30:03","02/02/2024 16:30:03"
"MULTCHOICE","False",,,,"801868",,"416424","2023",,"Investimento e financiamento.","1","02/02/2024 16:31:43","02/02/2024 16:31:43"
"MULTCHOICE","False",,,,"801869",,"416323","2039",,"Instituição consignatária é a instituição autorizada a conceder empréstimo ou financiamento.","1","02/02/2024 16:32:19","02/02/2024 16:32:19"
"MULTCHOICE","False",,,,"801870",,"416423","2373",,"Capitalização.","1","02/02/2024 16:33:37","02/02/2024 16:33:37"
"MULTCHOICE","False",,,,"801871",,"416222","2055",,"De relacionamento, de sensibilidade e do negócio.","1","02/02/2024 16:33:41","02/02/2024 16:33:41"
"MULTCHOICE","False",,,,"801872",,"416323","2051",,"Encaminhar resposta conclusiva para a demanda dos reclamantes, após dar adequado tratamento às reclamações recebidas.","1","02/02/2024 16:34:29","02/02/2024 16:34:29"
"MULTCHOICE","False",,,,"801873",,"416423","2375",,"Verificar, sob avaliação da instituição financeira, o histórico do contratante, bem como se há negativação do nome do contratante.","0","02/02/2024 16:36:25","02/02/2024 16:36:46"
"MULTCHOICE","False",,,,"801874",,"416222","2023",,"Investimento e financiamento.","1","02/02/2024 16:36:44","02/02/2024 16:36:44"
"MULTCHOICE","False",,,,"801875",,"416222","2058",,"Em local visível no recinto das dependências das instituições e de seus correspondentes.","1","02/02/2024 16:37:07","02/02/2024 16:37:07"
"MULTCHOICE","False",,,,"801876",,"416323","2043",,"Ter a opção de comprar o bem por um valor previamente estabelecido ao final do contrato.","1","02/02/2024 16:40:17","02/02/2024 16:40:17"
"MULTCHOICE","False",,,,"801877",,"416323","2067",,"Responde como devedor principal e solidário da obrigação e o nome do empregado não pode ser inscrito em cadastro de inadimplente.","1","02/02/2024 16:41:10","02/02/2024 16:41:10"
"MULTCHOICE","False",,,,"801878",,"416424","2044",,"De forma clara e legível, o Custo Efetivo Total (CET), o referencial de remuneração e a taxa mensal e anual de juros.","1","02/02/2024 16:41:37","02/02/2024 16:41:37"
"MULTCHOICE","False",,,,"801879",,"416323","2059",,"A inclusão de cláusula estipulando que o contratante será previamente informado da elevação respectiva, por meio do veículo de comunicação previsto contratualmente.","1","02/02/2024 16:42:20","02/02/2024 16:42:20"
"MULTCHOICE","False",,,,"801880",,"416323","2042",,"Solicitar que a empresa de arrendamento mercantil assuma todas as despesas com o seguro do bem.","1","02/02/2024 16:44:31","02/02/2024 16:44:31"
"MULTCHOICE","False",,,,"801881",,"416323","2041",,"Financeiro e operacional.","1","02/02/2024 16:44:39","02/02/2024 16:44:39"
"MULTCHOICE","False",,,,"801882",,"416323","2026",,"De todos os riscos, de modo detalhado, ainda que venha a perder o negócio.","1","02/02/2024 16:46:15","02/02/2024 16:46:15"
"MULTCHOICE","False",,,,"801883",,"416424","2058",,"Em local visível no recinto das dependências das instituições e de seus correspondentes.","1","02/02/2024 16:46:59","02/02/2024 16:46:59"
"MULTCHOICE","False",,,,"801884",,"416423","2382",,"Houver processo administrativo instaurado e tais exames sejam considerados indispensáveis pela autoridade administrativa competente.","1","02/02/2024 16:47:02","02/02/2024 16:47:02"
"MULTCHOICE","False",,,,"801885",,"416222","2061",,"Semestral.","1","02/02/2024 16:47:05","02/02/2024 16:47:05"
"MULTCHOICE","False",,,,"801886",,"416423","2361",,"Risco.","1","02/02/2024 16:47:30","02/02/2024 16:47:30"
"MULTCHOICE","False",,,,"801887",,"416424","2050",,"Cinco dias úteis.","1","02/02/2024 16:48:28","02/02/2024 16:48:28"
"MULTCHOICE","False",,,,"801888",,"416222","2057",,"Nunca um temporário terá direito ao crédito consignado.","0","02/02/2024 16:50:01","02/02/2024 16:50:01"
"MULTCHOICE","False",,,,"801889",,"416423","2385",,"Normalmente prefixados, contudo, se previsto em contrato, podem ser pós-fixados.","1","02/02/2024 16:50:08","02/02/2024 16:50:08"
"MULTCHOICE","False",,,,"801890",,"416424","2037",,"Cadastral.","1","02/02/2024 16:51:46","02/02/2024 16:51:46"
"MULTCHOICE","False",,,,"801891",,"416424","2052",,"Distinguir fatos de opiniões, pessoais ou de mercado, com relação aos produtos e serviços oferecidos aos clientes.","1","02/02/2024 16:54:20","02/02/2024 16:54:20"
"MULTCHOICE","False",,,,"801892",,"416424","2029",,"O resumo contratual (sumário executivo) da operação.","1","02/02/2024 16:54:55","02/02/2024 16:54:55"
"MULTCHOICE","False",,,,"801893",,"416424","2031",,"O Programa de autorregulação de crédito responsável estabelece diretrizes e procedimentos a serem observados nas etapas de oferta e contratação de crédito e tratamento dos superendividados.","1","02/02/2024 16:56:47","02/02/2024 16:56:47"
"MULTCHOICE","False",,,,"801894",,"416424","2045",,"da realização de operações de crédito mediante penhor civil de bens e a gestão dos recursos do FGTS. ","1","02/02/2024 16:57:34","02/02/2024 16:57:34"
"MULTCHOICE","False",,,,"801895",,"416424","2065",,"Da tabela de juros e prazos a ser empregada nas operações de crédito direto ao consumidor e de arrendamento mercantil financeiro.","0","02/02/2024 16:59:42","02/02/2024 16:59:51"
"MULTCHOICE","False",,,,"801896",,"416424","2070",,"Devolver o bem à empresa de arrendamento mercantil.","1","02/02/2024 17:00:41","02/02/2024 17:00:41"
"MULTCHOICE","False",,,,"801897",,"416424","2034",,"Não é necessário ser cliente da instituição, mas ter cadastro aprovado.","1","02/02/2024 17:01:08","02/02/2024 17:01:08"
"MULTCHOICE","False",,,,"801940",,"416221","14547",,"Modelo de avaliação de crédito baseado no julgamento humano, experiência e sensibilidade do analista.","1","02/02/2024 10:15:48","02/02/2024 10:15:48"
"MULTCHOICE","False",,,,"801941",,"416221","14345",,"O atraso de uma operação de crédito pode agravar o rating em outras operações dentro de um mesmo CPF/CNPJ ou Grupo Econômico.","1","02/02/2024 10:16:54","02/02/2024 10:16:54"
"MULTCHOICE","False",,,,"801942",,"416221","14450",,"Devedor crônico.","1","02/02/2024 10:17:21","02/02/2024 10:17:21"
"MULTCHOICE","False",,,,"801943",,"416221","14545",,"Identificar, avaliar, controlar, mitigar, monitorar.","1","02/02/2024 10:17:57","02/02/2024 10:17:57"
"MULTCHOICE","False",,,,"801944",,"416322","2383",,"A cobrança será suspensa imediatamente, salvo se o fornecedor indicar o contrato e comprovar que o valor é efetivamente devido.","1","02/02/2024 15:33:16","02/02/2024 15:33:16"
"MULTCHOICE","False",,,,"801945",,"416322","2359",,"Tarifa.","1","02/02/2024 15:34:19","02/02/2024 15:34:19"
"MULTCHOICE","False",,,,"801946",,"416322","2371",,"De forma clara e legível, o Custo Efetivo Total (CET), o referencial de remuneração e a taxa mensal e anual de juros.","1","02/02/2024 15:37:40","02/02/2024 15:39:02"
"MULTCHOICE","False",,,,"801947",,"416322","2376",,"Cinco dias úteis.","1","02/02/2024 15:59:39","02/02/2024 15:59:39"
"MULTCHOICE","False",,,,"801948",,"416322","2366",,"Usar crachá de identificação visível ao cliente, ser ético e apresentar os planos oferecidos por todas as instituições para o cliente ter a opção de escolha.","1","02/02/2024 16:01:53","02/02/2024 16:01:53"
"MULTCHOICE","False",,,,"801949",,"416322","2380",,"Em local visível, apenas para colaboradores, no recinto das dependências das instituições e de seus correspondentes.","0","02/02/2024 16:03:15","02/02/2024 16:03:15"
"MULTCHOICE","False",,,,"801950",,"416323","2066",,"Normalmente prefixados, contudo, se previsto em contrato, podem ser pós-fixados.","1","02/02/2024 16:07:24","02/02/2024 16:07:24"
"MULTCHOICE","False",,,,"801951",,"416322","2373",,"Somatário.","0","02/02/2024 16:11:07","02/02/2024 16:11:07"
"MULTCHOICE","False",,,,"801952",,"416322","2378",,"O objetivo está em prestar esclarecimentos imediatos à referida equipe, sobre seus produtos e serviços e deve atender também às demandas dos seus clientes e usuários ao contratado.","1","02/02/2024 16:12:13","02/02/2024 16:12:13"
"MULTCHOICE","False",,,,"801953",,"416323","2025",,"Risco.","1","02/02/2024 16:12:16","02/02/2024 16:12:16"
"MULTCHOICE","False",,,,"801954",,"416323","2054",,"As Sociedade de Crédito, Financiamento e Investimento (Financeiras).","1","02/02/2024 16:12:40","02/02/2024 16:12:40"
"MULTCHOICE","False",,,,"801955",,"416323","2047",,"Capitalização.","1","02/02/2024 16:13:47","02/02/2024 16:13:47"
"MULTCHOICE","False",,,,"801956",,"416323","2049",,"Verificar a adequação da oferta de crédito realizada ao perfil econômico e a capacidade de pagamento do consumidor contratante.","1","02/02/2024 16:14:30","02/02/2024 16:14:30"
"MULTCHOICE","False",,,,"801957",,"416323","2045",,"da realização de operações de crédito mediante penhor civil de bens e a gestão dos recursos do FGTS. ","1","02/02/2024 16:14:44","02/02/2024 16:14:44"
"MULTCHOICE","False",,,,"801958",,"416323","2023",,"Investimento e financiamento.","1","02/02/2024 16:17:46","02/02/2024 16:17:46"
"MULTCHOICE","False",,,,"801959",,"416323","2024",,"As entradas e saídas de valores (dinheiro) efetivadas no decorrer do tempo numa dada operação.","1","02/02/2024 16:18:37","02/02/2024 16:18:37"
"MULTCHOICE","False",,,,"801960",,"416323","2029",,"O resumo contratual (sumário executivo) da operação.","1","02/02/2024 16:19:18","02/02/2024 16:19:18"
"MULTCHOICE","False",,,,"801961",,"416323","2046",,"A fabricação de papel moeda.","1","02/02/2024 16:20:29","02/02/2024 16:20:29"
"MULTCHOICE","False",,,,"801962",,"416323","2044",,"De forma clara e legível, o Custo Efetivo Total (CET), o referencial de remuneração e a taxa mensal e anual de juros.","1","02/02/2024 16:21:19","02/02/2024 16:21:19"
"MULTCHOICE","False",,,,"801963",,"416222","2065",,"Da padronização dos documentos a serem utilizados nos procedimentos de oferta e contratação de operações de crédito direto ao consumidor e de arrendamento mercantil financeiro.","1","02/02/2024 16:21:31","02/02/2024 16:21:31"
